"id","salesforce","featured","page_title","meta_description","meta_keywords","image","paragraph","paragraph2","paragraph3","paragraph4","paragraph5","paragraph6","paragraph7","paragraph8","paragraph9","paragraph10"
"76","Hangzhou",,"Jobs Hangzhou | Hangzhou Jobs | JobContax","Apply for JobContax Jobs in Hangzhou. Job Sectors - Engineering Jobs Hangzhou - Construction Jobs Hangzhou - Infrastructure Jobs Hangzhou - Design Jobs Hangzhou","Jobs Hangzhou,Hangzhou Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Hangzhou.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"77","Nanjing",,"Jobs Nanjing | Nanjing Jobs | JobContax","Apply for JobContax Jobs in Nanjing. Job Sectors - Engineering Jobs Nanjing - Construction Jobs Nanjing - Infrastructure Jobs Nanjing - Design Jobs Nanjing ","Jobs Nanjing,Nanjing Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Nanjing.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"78","Shanghai",,"Jobs Shanghai | Shanghai Jobs | JobContax","Apply for JobContax Jobs in Shanghai. Job Sectors - Engineering Jobs Shanghai - Construction Jobs Shanghai - Infrastructure Jobs Shanghai - Design Jobs Shanghai","Jobs Shanghai,Shanghai Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Shanghai.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"79","Shenyang",,"Jobs Shenyang | Shenyang Jobs | JobContax","Apply for JobContax Jobs in Shenyang. Job Sectors - Engineering Jobs Shenyang - Construction Jobs Shenyang - Infrastructure Jobs Shenyang - Design Jobs Shenyang","Jobs Shenyang,Shenyang Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Shenyang.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"80","Shenzhen",,"Jobs Shenzhen | Shenzhen Jobs | JobContax","Apply for JobContax Jobs in Shenzhen. Job Sectors - Engineering Jobs Shenzhen - Construction Jobs Shenzhen - Infrastructure Jobs Shenzhen - Design Jobs Shenzhen ","Jobs Shenzhen,Shenzhen Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Shenzhen.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"81","Suzhou",,"Jobs Suzhou | Suzhou Jobs | JobContax","Apply for JobContax Jobs in Suzhou. Job Sectors - Engineering Jobs Suzhou - Construction Jobs Suzhou - Infrastructure Jobs Suzhou - Design Jobs Suzhou","Jobs Suzhou,Suzhou Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Suzhou.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"83","Tianjin",,"Jobs Tianjin | Tianjin Jobs | JobContax","Apply for JobContax Jobs in Tianjin. Job Sectors - Engineering Jobs Tianjin - Construction Jobs Tianjin - Infrastructure Jobs Tianjin - Design Jobs Tianjin","Jobs Tianjin,Tianjin Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Tianjin.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"84","Wuhan",,"Jobs Wuhan | Wuhan Jobs | JobContax","Apply for JobContax Jobs in Wuhan. Job Sectors - Engineering Jobs Wuhan - Construction Jobs Wuhan - Infrastructure Jobs Wuhan - Design Jobs Wuhan","Jobs Wuhan,Wuhan Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Wuhan.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"85","Wuxi",,"Jobs Wuxi | Wuxi Jobs | JobContax","Apply for JobContax Jobs in Wuxi. Job Sectors - Engineering Jobs Wuxi - Construction Jobs Wuxi - Infrastructure Jobs  Wuxi - Design Jobs Wuxi","Jobs Wuxi,Wuxi Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Wuxi.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"86","Xian",,"Jobs Xi'an | Xi'an Jobs | JobContax","Apply for JobContax Jobs in Xian. Job Sectors - Engineering Jobs Xian- Construction Jobs Xian- Infrastructure Jobs Xian- Design Jobs Xian","Jobs Xi'an,Xi'an Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Xian.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"87","Guangdong",,"Jobs Guangdong | Guangdong Jobs | JobContax","Apply for JobContax Jobs in Guangdong. Job Sectors - Engineering Jobs Guangdong - Construction Jobs Guangdong - Infrastructure Jobs Guangdong - Design Jobs Guangdong ","Jobs Guangdong,Guangdong Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Guangdong.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"88","Hebei",,"Jobs Hebei | Hebei Jobs | JobContax","Apply for JobContax Jobs in Hebei. Job Sectors - Engineering Jobs Hebei- Construction Jobs Hebei - Infrastructure Jobs Hebei- Design Jobs Hebei","Jobs Hebei,Hebei Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Hebei.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"89","Heilongjiang",,"Jobs Heilongjiang | Heilongjiang Jobs | JobContax","Apply for JobContax Jobs in Heilongjiang. Job Sectors - Engineering Jobs Heilongjiang - Construction Jobs Heilongjiang- Infrastructure Jobs Dublin - Design Jobs Dublin","Jobs Heilongjiang,Heilongjiang Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Heilongjiang.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"90","Henan",,"Jobs Henan | Henan Jobs | JobContax","Apply for JobContax Jobs in Henan. Job Sectors - Engineering Jobs Henan - Construction Jobs Henan - Infrastructure Jobs Henan - Design Jobs Henan","Jobs Henan,Henan Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Henan.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"91","Hubei",,"Jobs Hubei | Hubei Jobs | JobContax","Apply for JobContax Jobs in Hubei. Job Sectors - Engineering Jobs Hubei - Construction Jobs Hubei - Infrastructure Jobs Hubei - Design Jobs Hubei","Jobs Hubei,Hubei Jobs",," JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Hubei.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"93","Jiangsu",,"Jobs Jiangsu | Jiangsu Jobs | JobContax","Apply for JobContax Jobs in Jiangsu. Job Sectors - Engineering Jobs Jiangsu - Construction Jobs Jiangsu - Infrastructure Jobs Jiangsu - Design Jobs Jiangsu","Jobs Jiangsu,Jiangsu Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Jiangsu.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"94","Liaoning",,"Jobs Liaoning | Liaoning Jobs | JobContax","Apply for JobContax Jobs in Liaoning. Job Sectors - Engineering Jobs Liaoning - Construction Jobs Liaoning - Infrastructure Jobs Liaoning - Design Jobs Liaoning","Jobs Liaoning,Liaoning Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Liaoning.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"98","Sichuan",,"Jobs Sichuan | Sichuan Jobs | JobContax","Apply for JobContax Jobs in Sichuan. Job Sectors - Engineering Jobs Sichuan - Construction Jobs Sichuan - Infrastructure Jobs Sichuan - Design Jobs Sichuan","Jobs Sichuan,Sichuan Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Sichuan.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"99","Zhejiang",,"Jobs Zhejiang | Zhejiang Jobs | JobContax","Apply for JobContax Jobs in Zhejiang. Job Sectors - Engineering Jobs Zhejiang - Construction Jobs Zhejiang - Infrastructure Jobs Zhejiang - Design Jobs Zhejiang","Jobs Zhejiang,Zhejiang Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Zhejiang.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"100","Hong-Kong",,"Jobs Hong Kong | Hong Kong Jobs | JobContax","Apply for JobContax Jobs in Hong-Kong. Job Sectors - Engineering Jobs Hong-Kong - Construction Jobs Hong-Kong - Infrastructure Jobs Hong-Kong - Design Jobs Hong-Kong","Jobs Hong Kong,Hong Kong Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Hong-Kong.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"102","Singapore",,"Jobs Singapore | Singapore Jobs | JobContax","Apply for JobContax Jobs in Singapore. Job Sectors - Engineering Jobs Singapore - Construction Jobs Singapore - Infrastructure Jobs Singapore - Design Jobs Singapore","Jobs Singapore,Singapore Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Singhapore.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"103","Qatar",,"Jobs Qatar | Qatar Jobs | JobContax","Apply for JobContax Jobs in Qatar. Job Sectors - Engineering Jobs Qatar - Construction Jobs Qatar - Infrastructure Jobs Qatar - Design Jobs Qatar","Jobs Qatar,Qatar Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Qatar.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"104","Doha",,"Jobs Doha | Doha Jobs | JobContax","Apply for JobContax Jobs in Doha. Job Sectors - Engineering Jobs Doha - Construction Jobs Doha - Infrastructure Jobs Doha - Design Jobs Doha","Jobs Doha,Doha Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Doha.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"105","Ad-Dammam",,"Jobs Ad-Dammam | Ad-Dammam Jobs | JobContax","Apply for JobContax Jobs in Ad-Dammam. Job Sectors - Engineering Jobs Ad-Dammam - Construction Jobs Ad-Dammam - Infrastructure Jobs Ad-Dammam - Design Jobs Ad-Dammam","Jobs Ad-Dammam,Ad-Dammam Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Ad-Dammam.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"107","Al-Jubail",,"Jobs Al-Jubail | Al-Jubail Jobs | JobContax","Apply for JobContax Jobs in Al-Jubail. Job Sectors - Engineering Jobs Al-Jubail - Construction Jobs Al-Jubail - Infrastructure Jobs Al-Jubail - Design Jobs Al-Jubail","Jobs Al-Jubail,Al-Jubail Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Al-Jubail.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"108","Al-Kharj",,"Jobs Al-Kharj | Al-Kharj Jobs | JobContax","Apply for JobContax Jobs in Al-Kharj. Job Sectors - Engineering Jobs Al-Kharj - Construction Jobs Al-Kharj - Infrastructure Jobs Al-Kharj - Design Jobs Al-Kharj","Jobs Al-Kharj,Al-Kharj Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Al-Kharj.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"109","Al-Khobar",,"Jobs Al-Khobar | Al-Khobar Jobs | JobContax","Apply for JobContax Jobs in Al-Khobar. Job Sectors - Engineering Jobs Al-Khobar - Construction Jobs Al-Khobar - Infrastructure Jobs Al-Khobar - Design Jobs Al-Khobar","Jobs Al-Khobar,Al-Khobar Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Al-Khobar.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"110","Al-Madinah",,"Jobs Al-Madinah | Al-Madinah Jobs | JobContax","Apply for JobContax Jobs in Al-Madinah. Job Sectors - Engineering Jobs Al-Madinah - Construction Jobs Al-Madinah - Infrastructure Jobs Al-Madinah - Design Jobs Al-Madinah","Jobs Al-Madinah,Al-Madinah Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Al-Madinah.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"111","At-Taif",,"Jobs At-Taif | At-Taif Jobs | JobContax","Apply for JobContax Jobs in At-Taif. Job Sectors - Engineering Jobs At-Taif - Construction Jobs At-Taif - Infrastructure Jobs At-Taif - Design Jobs At-Taif","Jobs At-Taif,At-Taif Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in At-Taif.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"112","Buraidah",,"Jobs Buraidah | Buraidah Jobs | JobContax","Apply for JobContax Jobs in Buraidah. Job Sectors - Engineering Jobs Buraidah - Construction Jobs Buraidah - Infrastructure Jobs Buraidah - Design Jobs Buraidah","Jobs Buraidah,Buraidah Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Buraidah.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"113","Hafer-Al-Batin",,"Jobs Hafer Al-Batin | Hafer Al-Batin Jobs | JobContax","Apply for JobContax Jobs in Hafer-Al-Batin. Job Sectors - Engineering Jobs Hafer-Al-Batin - Construction Jobs Hafer-Al-Batin - Infrastructure Jobs Hafer-Al-Batin - Design Jobs Hafer-Al-Batin","Jobs Hafer Al-Batin,Hafer Al-Batin Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Hafer-Al-Batin.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"114","Jeddah",,"Jobs Jeddah | Jeddah Jobs | JobContax","Apply for JobContax Jobs in Jeddah. Job Sectors - Engineering Jobs Jeddah - Construction Jobs Jeddah - Infrastructure Jobs Jeddah - Design Jobs Jeddah","Jobs Jeddah,Jeddah Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Jeddah.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"116","Riyadh",,"Jobs Riyadh | Riyadh Jobs | JobContax","Apply for JobContax Jobs in Riyadh. Job Sectors - Engineering Jobs Riyadh - Construction Jobs Riyadh - Infrastructure Jobs Riyadh - Design Jobs Riyadh","Jobs Riyadh,Riyadh Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Riyadh.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"117","Tabuk",,"Jobs Tabuk | Tabuk Jobs | JobContax","Apply for JobContax Jobs in Tabuk. Job Sectors - Engineering Jobs Tabuk - Construction Jobs Tabuk - Infrastructure Jobs Tabuk - Design Jobs Tabuk","Jobs Tabuk,Tabuk Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Tabuk.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"118","Dubai",,"Jobs Dubai | Dubai Jobs | JobContax","Apply for JobContax Jobs in Dubai. Job Sectors - Engineering Jobs Dubai - Construction Jobs Dubai - Infrastructure Jobs Dubai - Design Jobs Dubai","Jobs Dubai,Dubai Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Dubai.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"119","Abu-Dhabi",,"Jobs Abu Dhabi | Abu Dhabi Jobs | JobContax","Apply for JobContax Jobs in Abu-Dhabi. Job Sectors - Engineering Jobs Abu-Dhabi - Construction Jobs Abu-Dhabi - Infrastructure Jobs Abu-Dhabi - Design Jobs Abu-Dhabi","Jobs Abu Dhabi,Abu Dhabi Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Abu-Dhabi.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
